"ID";"global_id";"FullName";"ShortName";"INN";"OKPO";"AdmArea";"District";"Address";"Category";"Specialization";"OKVED";"OKVED_Description";"ID_en";"FullName_en";"ShortName_en";"INN_en";"OKPO_en";"AdmArea_en";"District_en";"Address_en";"Category_en";"Specialization_en";"OKVED_en";"OKVED_Description_en";"geodata_center";"geoarea";
"170";"169196152";"Общество с ограниченной ответственностью «НПП «НЕФТЕХИМИЯ»";"ООО «НПП «НЕФТЕХИМИЯ»";"7723332561";"14596232";"Юго-Восточный административный округ";"район Капотня";"2-й квартал Капотня, дом 1, корпус 36";"Химическая промышленность";"Химическая промышленность";"20.16";"Производство пластмасс и синтетических смол в первичных формах";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"171";"169196153";"Общество с ограниченной ответственностью «НПП «ПОЛИПЛАСТИК»";"ООО «НПП «ПОЛИПЛАСТИК»";"7729729355";"11378612";"Западный административный округ";"район Очаково-Матвеевское";"улица Генерала Дорохова, дом 14, строение 1";"Химическая промышленность";"Химическая промышленность";"20.16";"Производство пластмасс и синтетических смол в первичных формах";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"172";"169196154";"Открытое акционерное общество «МОСХИМФАРМПРЕПАРАТЫ» ИМ. Н.А.СЕМАШКО»";"ОАО «МОСХИМФАРМПРЕПАРАТЫ» ИМ. Н.А.СЕМАШКО»";"7705721727";"480359";"Центральный административный округ";"Таганский район";"улица Большие Каменщики, дом 9";"Химическая промышленность";"Химическая промышленность";"21.10";"Производство фармацевтических субстанций";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"173";"169196155";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ «МОСКОВСКИЙ ЭНДОКРИННЫЙ
ЗАВОД»";"ФГУП «МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД»";"7722059711";"40393587";"Юго-Восточный административный округ";"Нижегородский район";"Новохохловская улица, дом 25";"Химическая промышленность";"Химическая промышленность";"21.20";"Производство лекарственных препаратов и материалов, применяемых в медицинских целях";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"174";"169196156";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ
ОТВЕТСТВЕННОСТЬЮ «СЕРВЬЕ РУС»";"ООО «СЕРВЬЕ РУС»
";"5036050808";"59355394";"Троицкий административный округ";"поселение Краснопахорское";"город Москва, поселение Краснопахорское, квартал № 158, владение 2, строение 1";"Химическая промышленность";"Химическая промышленность";"21.10";"Производство фармацевтических субстанций";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"175";"169196157";"Закрытое акционерное общество «МОСКОВСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА»";"ЗАО «МОСКОВСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА»";"7711049567";"1899876";"Северный административный округ";"район Коптево";"Фармацевтический проезд, дом 1";"Химическая промышленность";"Химическая промышленность";"21.10";"Производство фармацевтических субстанций";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"176";"169196158";"Закрытое акционерное общество «ФАРМЦЕНТР ВИЛАР»";"ЗАО «ФАРМЦЕНТР ВИЛАР»";"7727206487";"58171769";"Юго-Западный административный округ";"район Северное Бутово";"улица Грина, дом 7, строение 26";"Химическая промышленность";"Химическая промышленность";"21.10";"Производство фармацевтических субстанций";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"177";"169196159";"Федеральное государственное унитарное предприятие «ГОСЗМП»";"ФГУП «ГОСЗМП»";"7720233097";"18649014";"Восточный административный округ";"район Соколиная Гора";"шоссе Энтузиастов, дом 23";"Химическая промышленность";"Химическая промышленность";"21.10";"Производство фармацевтических субстанций";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"178";"169196160";"Общество с ограниченной ответственностью «ИЗВАРИНО ФАРМА»";"ООО «ИЗВАРИНО ФАРМА»";"5003022562";"46454568";"Западный административный округ";"район Внуково";"108817, г. Москва, км Внуковское шоссе 5-й (п.Внуковское)
домовл. 1, строение 1
";"Химическая промышленность";"Химическая промышленность";"21.20.1";"Производство лекарственных препаратов";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"179";"169196161";"Общество с ограниченной ответственностью «ФЕРОН»";"ООО «ФЕРОН»";"7733047394";"23207198";"Северо-Западный административный округ";"район Щукино";"улица Гамалеи, дом 18, корпус А";"Химическая промышленность";"Химическая промышленность";"21.20.1";"Производство лекарственных препаратов";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"180";"169196162";"Общество с ограниченной ответственностью «МАКИЗ-ФАРМА»";"ООО «МАКИЗ-ФАРМА»";"7722767217";"38296859";"Юго-Восточный административный округ";"Нижегородский район";"Автомобильный проезд, дом 6, строение 5";"Химическая промышленность";"Химическая промышленность";"21.20.1";"Производство лекарственных препаратов";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"181";"169196164";"Закрытое акционерное общество «Фирн М»";"ЗАО «Фирн М»";"5030035842";"50190490";"Новомосковский административный округ";"поселение Кокошкино";"Кокошкино п., ул. Дзержинского, д. 4";"Химическая промышленность";"Химическая промышленность";"21.20.1";"Производство лекарственных препаратов";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"182";"169196165";"Федеральное государственное унитарное предприятие «ГНЦ «НИОПИК»";"ФГУП «ГНЦ «НИОПИК»";"7710066231";"5784466";"Центральный административный округ";"Пресненский район";"Большая Садовая улица, дом 1/4, строение 1";"Химическая промышленность";"Химическая промышленность";"72.19";"Научные исследования и разработки в области естественных и технических наук прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"183";"169196166";"Закрытое акционерное общество «ИНПЦ «ПЕПТОГЕН»";"ЗАО «ИНПЦ «ПЕПТОГЕН»";"7734525082";"76063828";"Северо-Западный административный округ";"район Щукино";"площадь Академика Курчатова, дом 2";"Химическая промышленность";"Химическая промышленность";"21.20.1";"Производство лекарственных препаратов";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"184";"169196167";"Закрытое акционерное общество «ПАРТНЕР»";"ЗАО «ПАРТНЕР»";"7706027230";"16414608";"Центральный административный округ";"район Якиманка";"улица Большая Якиманка, дом 31";"Химическая промышленность";"Химическая промышленность";"21.20.1";"Производство лекарственных препаратов";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"185";"169196168";"Общество с ограниченной ответственностью «МНПК «БИОТИКИ»";"ООО «МНПК «БИОТИКИ»";"7713100258";"17240116";"Южный административный округ";"район Бирюлёво Восточное";"6-я Радиальная улица, дом 24, строение 14";"Химическая промышленность";"Химическая промышленность";"21.20.1";"Производство лекарственных препаратов";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"186";"169196169";"Федеральное государственное бюджетное Научное учреждение ""Федеральный Научный Центр Исследований и Разработки Иммунобиологических Препаратов Им. М.П. Чумакова Ран""";"ФГБНУ ""ФНЦИРИП ИМ. М.П. ЧУМАКОВА РАН""";"5003005824";"1895045";"Новомосковский административный округ";"поселение Московский";"Московский пос., Институт Полиомиелита 27-й км Киевского шоссе";"Химическая промышленность";"Химическая промышленность";"21.20.1";"Производство лекарственных препаратов";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"188";"169196171";"филиал «Медгамал» ФГБУ «ФНИЦЭМ им. Н.Ф. Гамалеи» М";"филиал «Медгамал» ФГБУ «ФНИЦЭМ им. Н.Ф. Гамалеи» М";"7734013214";"1894956";"Северо-Западный административный округ";"район Щукино";"улица Гамалеи, дом 18";"Химическая промышленность";"Химическая промышленность";"72.19";"Научные исследования и разработки в области естественных и технических наук прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"350";"169196173";"Общество с ограниченной ответственностью «C.П.ГЕЛПИК»";"ООО «C.П.ГЕЛПИК»";"7728220318";"54839165";"Юго-Западный административный округ";"район Коньково";"Профсоюзная улица, дом 86, строение 2";"Медицинское оборудование";"Медицинская промышленность";"26.60.1";"Производство аппаратов, применяемых в медицинских целях, основанных на использовании рентгеновского, альфа-, бета- и гамма-излучений";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"352";"169196175";"Федеральное государственное унитарное предприятие «МОСКОВСКОЕ ПРОП» МИНТРУДА РОССИИ";"ФГУП «МОСКОВСКОЕ ПРОП» МИНТРУДА РОССИИ";"7711027436";"3151308";"Северный административный округ";"район Западное Дегунино";"Коровинское шоссе, дом 17А";"Медицинское оборудование";"Медицинское оборудование";"32.50";"Производство медицинских инструментов и оборудования";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"353";"169196176";"Общество с ограниченной ответственностью «СКБ»МЕДРЕНТЕХ»";"ООО «СКБ»МЕДРЕНТЕХ»";"5003012050";"39769403";"Новомосковский административный округ";"поселение ""Мосрентген""";"поселок Мосрентген, ЗАО «Мосрентген»";"Медицинское оборудование";"Электрооборудование";"26.60.1";"Производство аппаратов, применяемых в медицинских целях, основанных на использовании рентгеновского, альфа-, бета- и гамма-излучений";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"354";"169196177";"Акционерное общество «2 МПЗ»";"АО «2 МПЗ»";"7704103774";"7505915";"Центральный административный округ";"район Хамовники";"улица Россолимо, дом 17, строение 1";"Электрооборудование, электронное и оптическое оборудование, мед. оборудование";"Авиационная промышленность";"26.51.2";"3Производство радиолокационной, радионавигационной аппаратуры и радиоаппаратуры дистанционного управления";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"355";"169196178";"Акционерное общество «МРЗ «ТЕМП»";"АО «МРЗ «ТЕМП»";"7705415783";"11510827";"Южный административный округ";"район Царицыно";"Кавказский бульвар, дом 59";"Электрооборудование, электронное и оптическое оборудование, мед. оборудование";"Радиопромышленность";"26.30.17";"Производство радио- и телевизионной передающей аппаратуры";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"356";"169196179";"Акционерное общество «КБ НАВИС»";"АО «КБ НАВИС»";"7725075060";"44473627";"Западный административный округ";"район Дорогомилово";"улица Кульнева, дом 3, строение 1";"Электрооборудование, электронное и оптическое оборудование, мед. оборудование";"Электрооборудование";"28.29";"Производство прочих машин и оборудования общего назначения, не включенного в другие группировки";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"357";"169196181";"Акционерное общество «НПП «САЛЮТ»";"АО «НПП «САЛЮТ»";"7720673002";"11507819";"Восточный административный округ";"район Перово";"улица Плеханова, дом 6, корпус 1";"Радиоэлектронная промышленность";"Радиоэлектронная промышленность";"26.51.2";"Производство радиолокационной, радионавигационной аппаратуры и радиоаппаратуры дистанционного управления";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"358";"169196182";"Публичное акционерное общество ""Научно-производственное объединение ""Алмаз"" имени академика А.А.Расплетина""";"ПАО «НПО «АЛМАЗ»";"7712040285";"7504063";"Северный административный округ";"район Сокол";"Дмитровское шоссе, дом 110
проспект Ленинградский, д. 80 корп. 16";"Радиоэлектронная промышленность";"Радиоэлектронная промышленность";"26.51.2";"Производство радиолокационной, радионавигационной аппаратуры и радиоаппаратуры дистанционного управления";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"359";"169196183";"Общество с ограниченной ответственностью НПП «ДОЗА»";"ООО НПП «ДОЗА»";"7735542228";"31867313";"Зеленоградский административный округ";"район Старое Крюково";"г. Зеленоград, Георгиевский проспект, дом 5";"Производство компьютеров, электронных и оптических изделий";"Радиоэлектронная промышленность";"26.5";"Производство контрольно-измерительных и навигационных приборов и аппаратов; производство часов";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"360";"169196184";"Открытое акционерное общество «ЗАВОД «ЭЛЕКТРОПРИБОР»";"ОАО «ЗАВОД «ЭЛЕКТРОПРИБОР»";"7723835854";"7516356";"Юго-Восточный административный округ";"район Марьино";"улица Перерва, дом 1";"Электрооборудование, электронное и оптическое оборудование, мед. оборудование";"Электрооборудование";"26.51.8";"Производство частей приборов и инструментов для навигации, управления, измерения, контроля, испытаний и прочих целей";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"361";"169196185";"Общество с ограниченной ответственностью «ДИАМЕХ 2000»";"ООО «ДИАМЕХ 2000»";"7722233409";"54981193";"Южный административный округ";"Даниловский район";"2-й Кожуховский проезд, дом 29, корпус 2, строение 16";"Производство машин и оборудования";"Машиностроение";"28.49";"Производство прочих станков";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"362";"169196186";"Акционерное общество «МЗП»";"АО «МЗП»";"7724558466";"7622472";"Южный административный округ";"район Москворечье-Сабурово";"Каширское шоссе, дом 49";"Производство готовых металлических изделий";"Металлобработка";"25.30.2";"Производство ядерных реакторов и их составных частей, в том числе для транспортных средств";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"363";"169196187";"Открытое акционерное общество «МЗТА»";"ОАО «МЗТА»";"7719008315";"225549";"Восточный административный округ";"район Соколиная Гора";"Мироновская улица, дом 33";"Производство компьютеров, электронных и оптических изделий";"Электронная промышленность";"26.51.7";"Производство приборов и аппаратуры для автоматического регулирования или управления";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"365";"169196189";"Закрытое акционерное общество «НПФ «ДОЛОМАНТ»";"ЗАО «НПФ «ДОЛОМАНТ»";"7728512529";"72782511";"Юго-Западный административный округ";"район Коньково";"улица Введенского, дом 3, корпус 8";"Производство компьютеров, электронных и оптических изделий";"Радиоэлектронная промышленность";"26.51.8";"Производство частей приборов и инструментов для навигации, управления, измерения, контроля, испытаний и прочих целей";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"366";"169196190";"Акционерное общество «106 ЭОМЗ»";"АО «106 ЭОМЗ»";"7718824504";"8143590";"Восточный административный округ";"район Гольяново";"Щёлковское шоссе, дом 23";"Производство оптических приборов, фото- и кинооборудования";"Электронная промышленность";"26.70.1";"Производство фото- и кинооборудования";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"367";"169196191";"Общество с ограниченной ответственностью «ОПТИК-ВИЖН»";"ООО «ОПТИК-ВИЖН»";"7725135625";"55266630";"Южный административный округ";"Донской район";"улица Вавилова, дом 5, корпус 3";"Производство медицинских инструментов и оборудования";"Медицинская промышленность";"32.50";"Производство медицинских инструментов и оборудования";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"368";"169196192";"Акционерное общество «ЭОМЗ»";"АО «ЭОМЗ»";"7709909906";"2570411";"Центральный административный округ";"Таганский район";"Шелапутинский переулок, дом 6, строение 3";"Производство оптических приборов, фото- и кинооборудования";"электронная промышленность";"26.70";"Производство оптических приборов, фото- и кинооборудования";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"369";"169196193";"Акционерное общество ""Московский Завод ""Сапфир""";"АО ""МЗ ""САПФИР""
";"7726014172";"7539943";"Южный административный округ";"район Чертаново Центральное";"Днепропетровский проезд, дом 4А";"Производство оптических приборов, фото- и кинооборудования";"Электронная промышленность";"26.70.1";"Производство фото- и кинооборудования";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"371";"169196195";"Закрытое акционерное общество «РЕНО РОССИЯ»";"ЗАО «РЕНО РОССИЯ»";"7709259743";"18609799";"Центральный административный округ";"Таганский район";"Воронцовская улица, дом 35";"Транспортные средства";"Автомобильная промышленность";"29.10";"Производство автотранспортных средств";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"373";"169196197";"Общество с ограниченной ответственностью «МЗСА»";"ООО «МЗСА»";"7718007990";"34595938";"Восточный административный округ";"район Богородское";"Открытое шоссе, дом 12, строение 1";"Транспортные средства";"Автомобильная промышленность";"29.20.4";"Производство прицепов и полуприцепов";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"374";"169196198";"Открытое акционерное общество «90 ЭКСПЕРИМЕНТАЛЬНЫЙ ЗАВОД»";"ОАО «90 ЭКСПЕРИМЕНТАЛЬНЫЙ ЗАВОД»";"5030056754";"8357204";"Троицкий административный округ";"поселение Первомайское";"Первомайское поселение, поселок. Птичное, ул. Центральная, д. 103";"Транспортные средства";"Автомобильная промышленность";"29.10.5";"Производство автомобилей специального назначения";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"376";"169196200";"Закрытое акционерное общество «ПО «Спецтехника пожаротушения»";"ЗАО «ПО «Спецтехника пожаротушения»";"7725646490";"88302708";"Южный административный округ";"Даниловский район";"Автозаводская улица, дом 23, корпус 15";"Транспортные средства";"Автомобильная промышленность";"29.10.5";"Производство автомобилей специального назначения";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"377";"169196201";"Открытое акционерное общество МТЗ ТРАНСМАШ";"ОАО МТЗ ТРАНСМАШ";"7707019672";"5756760";"Центральный административный округ";"Тверской район";"Лесная улица, дом 28";"Транспортные средства";"Транспортное машиностроение";"30.20.4";"Производство частей железнодорожных локомотивов, трамвайных и прочих моторных вагонов и подвижного состава; производство путевого оборудования и устройств для железнодорожных, трамвайных и прочих путей, механического и электромеханического оборудования для управления движением";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"379";"169196203";"Акционерное общество «МОСКОВСКИЙ ЛРЗ»";"АО «МОСКОВСКИЙ ЛРЗ»";"7720579828";"99720219";"Восточный административный округ";"район Перово";"проезд Фрезер, дом 2";"Транспортные средства";"Транспортное машиностроение";"30.20.9";"Предоставление услуг по восстановлению и оснащению (завершению) железнодорожных локомотивов, трамвайных моторных вагонов и прочего подвижного состава";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"380";"169196204";"Акционерное общество «ОКБ «КРИСТАЛЛ»";"АО «ОКБ «КРИСТАЛЛ»";"7720015691";"7536519";"Восточный административный округ";"район Соколиная Гора";"проезд Энтузиастов, дом 15";"Транспортные средства";"Авиационная промышленность";"30.30";"Производство летательных аппаратов, включая космические, и соответствующего оборудования";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"381";"169196205";"Акционерное общество «ММЗ «ВПЕРЕД»";"АО «ММЗ «ВПЕРЕД»";"7720066255";"7501610";"Восточный административный округ";"район Соколиная Гора";"проезд Энтузиастов, дом 15";"Транспортные средства";"Авиационная промышленность";"30.30";"Производство летательных аппаратов, включая космические, и соответствующего оборудования";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"382";"169196206";"Акционерное общество «ДУКС»";"АО «ДУКС»";"7714077682";"7518119";"Северный административный округ";"район Беговой";"улица Правды, дом 8, корпус 1";"Транспортные средства";"Авиационная промышленность";"30.30.3";"Производство вертолетов, самолетов и прочих летательных аппаратов";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"383";"169196208";"Открытое акционерное общество «МЗ «МАЯК»";"ОАО «МЗ «МАЯК»";"7719024042";"7503112";"Восточный административный округ";"район Соколиная Гора";"улица Ибрагимова, дом 31";"Транспортные средства";"Авиационная промышленность";"30.30.3";"Производство вертолетов, самолетов и прочих летательных аппаратов";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"384";"169196209";"Публичное акционерное общество «КОМПАНИЯ «СУХОЙ»";"ПАО «КОМПАНИЯ «СУХОЙ»";"7740000090";"46437794";"Северный административный округ";"Хорошёвский район";"улица Поликарпова, дом 23Б";"Транспортные средства";"Авиационная промышленность";"30.30.3";"Производство вертолетов, самолетов и прочих летательных аппаратов";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"385";"169196210";"Акционерное общество «ЛАЗЕРСЕРВИС»";"АО «ЛАЗЕРСЕРВИС»";"7731280660";"55196964";"Западный административный округ";"Можайский район";"Верейская улица, дом 39";"Транспортные средства";"Авиационная промышленность";"33.16";"Ремонт и техническое обслуживание летательных аппаратов, включая космические";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"386";"169196211";"Общество с ограниченной ответственностью «ВЕМИНА АВИАПРЕСТИЖ»";"ООО «ВЕМИНА АВИАПРЕСТИЖ»";"7705418181";"57987807";"Юго-Восточный административный округ";"Южнопортовый район";"1-я улица Машиностроения, дом 16";"Мебель";"Прочее";"36.11";"36.11 Производство стульев и другой мебели для сидения";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"387";"169196212";"Общество с ограниченной ответственностью «ДЭКСТР»";"ООО «ДЭКСТР»";"7718057052";"11593115";"Восточный административный округ";"район Перово";"шоссе Энтузиастов, дом 56, строение 8";"Мебель";"Деревообрабатывающая";"31.01";"Производство мебели для офисов и предприятий торговли";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"389";"169196214";"Общество с ограниченной ответственностью «КОМПАНИЯ «АТЛАС-ЛЮКС»";"ООО «КОМПАНИЯ «АТЛАС-ЛЮКС»";"7714119163";"18341322";"Северный административный округ";"район Аэропорт";"улица Черняховского, дом 12";"Мебель";"Деревообрабатывающая";"31.02";"Производство кухонной мебели";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"390";"169196215";"Общество с ограниченной ответственностью «Дрим Технолоджис»";"ООО «Дрим Технолоджис»";"7743567297";"78352071";"Северный административный округ";"Войковский район";"улица Клары Цеткин, дом 33, корпус 81";"Мебель";"Прочее";"31.09";"Производство прочей мебели";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"392";"169196217";"Закрытое акционерное общество «ВАСКО»";"ЗАО «ВАСКО»";"7724012885";"17519686";"Южный административный округ";"район Москворечье-Сабурово";"улица Москворечье, дом 7";"Мебель";"Прочее";"31.09";"Производство прочей мебели";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"393";"169196218";"Общество с ограниченной ответственностью «Мебельная фабрика «Марта»";"ООО «Мебельная фабрика «Марта»";"7743027051";"56566825";"Северный административный округ";"Головинский район";"Автомоторная улица, дом 6Б";"Мебель";"Прочее";"31.09.1";"Производство прочей мебели, кроме изготовленной по индивидуальному заказу населения";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"394";"169196219";"Общество с ограниченной ответственностью ""Консул-Медина""";"ООО ""КОНСУЛ-МЕДИНА""
";"7719524736";"74624414";"Восточный административный округ";"район Измайлово";"2-я Прядильная улица, дом 1";"Мебель";"Прочее";"31.03";"Производство матрасов";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"395";"169196220";"Общество с ограниченной ответственностью «РУССКИЙ МАТРАЦ»";"ООО «РУССКИЙ МАТРАЦ»";"7712077479";"44429833";"Юго-Восточный административный округ";"район Выхино-Жулебино";"Сормовский проезд, дом 11, строение 7";"Мебель";"Прочее";"13.92";"Производство готовых текстильных изделий, кроме одежды";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"396";"169196221";"МОСКОВСКИЙ МОНЕТНЫЙ ДВОР ГОЗНАКА";"МОСКОВСКИЙ МОНЕТНЫЙ ДВОР ГОЗНАКА";"7813352058";"2250238";"Южный административный округ";"Даниловский район";"улица Даниловский Вал, дом 1";"Ювелирные изделия";"Прочее";"36.21";"36.22.5 Производство ювелирных изделий, медалей из драгоценных металлов и драгоценных камней";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"397";"169196222";"Общество с ограниченной ответственностью «Руиз Даймондс»";"ООО «Руиз Даймондс»";"7728215325";"52814440";"Южный административный округ";"район Нагатино-Садовники";"Нагатинская улица, дом 5";"Ювелирные изделия";"Прочее";"32.12.3";"Обработка алмазов";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"398";"169196223";"Акционерное общество «АЛМАЗНЫЙ МИР»";"АО «АЛМАЗНЫЙ МИР»";"7712106070";"18916389";"Северный административный округ";"Головинский район";"Смольная улица, дом 12";"Ювелирные изделия";"Прочее";"32.12.3";"Обработка алмазов";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"410";"169196226";"Общество с ограниченной ответственностью «СТОЛИЧНЫЙ ЮВЕЛИРНЫЙ ЗАВОД»";"ООО «СТОЛИЧНЫЙ ЮВЕЛИРНЫЙ ЗАВОД»";"7715602359";"95537582";"Северо-Восточный административный округ";"район Отрадное";"улица Декабристов, владение 51, строение 7";"Ювелирные изделия";"Прочее";"32.12.5";"Производство ювелирных изделий, медалей из драгоценных металлов и драгоценных камней";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"412";"169196227";"Общество с ограниченной ответственностью «МЮЗ ЭЛИТ»";"ООО «МЮЗ ЭЛИТ»";"7713317469";"58669423";"Западный административный округ";"район Фили-Давыдково";"улица Ивана Франко, дом 4, корпус 10";"Ювелирные изделия";"Прочее";"32.12.5";"Производство ювелирных изделий, медалей из драгоценных металлов и драгоценных камней";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"415";"169196230";"Акционерное общество «МЭЮЗ «Ювелирпром»";"АО «МЭЮЗ «Ювелирпром»";"7712004664";"227169";"Северный административный округ";"район Ховрино";"улица Лавочкина, дом 19";"Ювелирные изделия";"Прочее";"32.12.5";"Производство ювелирных изделий, медалей из драгоценных металлов и драгоценных камней";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"416";"169196231";"Общество с ограниченной ответственностью «ЧАСОВОЙ ЗАВОД «НИКА»";"ООО «ЧАСОВОЙ ЗАВОД «НИКА»";"7727510127";"72959518";"Южный административный округ";"район Нагатинский Затон";"улица Речников, дом 17, корпус 2";"Ювелирные изделия";"Прочее";"26.52";"Производство часов";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"275";"169196232";"Закрытое акционерное общество «КОМПАНИЯ ИФ-СЕРВИС»";"ЗАО «КОМПАНИЯ ИФ-СЕРВИС»";"7720204113";"47581754";"Восточный административный округ";"район Измайлово";"9-я Парковая улица, дом 39";"Машины и оборудование";"Машиностроение";"33.12";"Ремонт машин и оборудования";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"276";"169196233";"Общество с ограниченной ответственностью «ТРАНСРЕМКОМ»";"ООО «ТРАНСРЕМКОМ»";"6952010010";"97842540";"Центральный административный округ";"Басманный район";"Большая Почтовая улица, дом 18, строение 8";"Машины и оборудование";"Машиностроение";"52.21.1";"Деятельность вспомогательная, связанная с железнодорожным транспортом";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"277";"169196235";"Акционерное общество «НАВИС-ЭЛЕКТРОНИКА»";"АО «НАВИС-ЭЛЕКТРОНИКА»";"7730702460";"29085069";"Западный административный округ";"район Дорогомилово";"улица Кульнева, дом 3, строение 1";"Машины и оборудование";"Машиностроение";"26.51.1";"Производство навигационных, метеорологических, геодезических, геофизических и аналогичного типа приборов, аппаратуры и инструментов";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"278";"169196236";"Акционерное общество ""Научно-Исследовательский Институт Двигателей""";"АО «НИИД»";"7707696113";"11504778";"Центральный административный округ";"Тверской район";"Новослободская улица, дом 37";"Машины и оборудование";"Машиностроение";"72.19";"Научные исследования и разработки в области естественных и технических наук прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"279";"169196237";"Открытое акционерное общество «МЗПИ»";"ОАО «МЗПИ»";"7714031737";"7502213";"Северный административный округ";"Хорошёвский район";"4-я Магистральная улица, дом 13";"Машины и оборудование";"Машиностроение";"28.24";"Производство ручных инструментов с механизированным приводом";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"280";"169196238";"Открытое акционерное общество «ММЗ №3»";"ОАО «ММЗ №3»";"7721013538";"1395503";"Юго-Восточный административный округ";"Рязанский район";"Стахановская улица, дом 6, строение 4";"Машины и оборудование";"Машиностроение";"28.49";"Производство прочих станков";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"281";"169196239";"Акционерное общество «МОЗ ВНИИМЕТМАШ»";"АО «МОЗ ВНИИМЕТМАШ»";"7721024875";"210542";"Юго-Восточный административный округ";"Рязанский район";"Рязанский проспект, дом 8А";"Машины и оборудование";"Машиностроение";"28.91";"Производство машин и оборудования для металлургии";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
